Row,j1,j2,j3,j4,j5,j6
i31,-0.164801771225476,-0.0467682468510265,-0.420407931797865,-0.685226636018773,0.239155348603801,0.295446804035573
i32,-0.104720440660474,-0.159005070847026,-0.904095719744455,0.248356389702733,-0.420082774614476,-0.697339658454286
i33,-0.0694812733475969,0.351028173254132,-0.395729198957648,-0.0796824461019217,0.898531489210289,-0.754701872720945
i34,0.667240914364095,-0.785269824582207,0.702516589414041,0.328912503037744,0.510788625791294,0.817823638847638
i35,-0.321836711378968,0.340816251225869,-0.571555918423995,0.178800428092844,0.501737551267073,-0.446269580740595
i36,0.23058973955914,-0.558827464751233,0.55933292186576,0.0856601987037837,-0.135450390079779,-0.883090621245382
i37,-0.175024627819806,0.789022139962988,-0.948581264796761,0.867033380163202,-0.0677473291461135,0.702796472398885
i38,-0.816151797301111,-0.714148667569887,0.47539822171253,-0.539696822099581,0.0345722680273044,-0.416384543263167
i39,-0.645125874156873,0.24253524337638,-0.428848568139941,0.378448170674928,0.309684936540144,0.720007783119583
i40,-0.53697446481148,0.985139806964849,0.204082486750027,-0.546275210751649,0.676967492643326,0.324597599893099
i41,-0.718220552594215,0.530916549962214,-0.122486348056018,-0.777344777369499,-0.256694238528143,0.647535372312108
i42,-0.536126849646444,-0.695834126700376,0.391685871292774,-0.624412537348131,-0.0384939574404745,0.92862378994148
i43,-0.298574892678113,0.574263619103101,0.6911392364129,0.0150601032340509,0.0586584879644525,0.285812149383285
i44,0.451632319795373,-0.864243375027626,-0.39099567641922,0.312844747279557,0.776126886533988,-0.598315630912839
i45,0.670369080779929,0.133687681956444,0.56395794997362,-0.0211146023424752,0.201955505163414,-0.694007301131302
i46,0.976491462581323,-0.388542466468141,0.923912949179526,0.907765415032106,-0.0586417576799089,-0.996625695364842
i47,0.570017664121771,0.473334861345564,-0.394097569956225,0.76251478272849,-0.0714087419354716,0.887065655596743
i48,0.856709252333071,-0.517399649133093,-0.664567521434141,0.802082448659077,0.139986600357152,0.181575572488279
i49,0.397272427275741,0.0522079527442183,-0.0144075827944139,0.520871560753655,0.164881562675079,-0.249433231473591
i50,-0.194722600424754,-0.285189332978616,-0.942052735486662,0.983735335945654,0.726558931444322,0.0390016426436444
i51,0.287510511094418,0.006061905388053,0.0475261296456795,-0.669259120885408,-0.140843798854047,-0.782853795535481
i52,-0.196116428783765,-0.74039604581579,0.692858445755511,0.245748548970318,0.827328012378707,0.68952393784561
i53,0.30332650868282,0.664524430432793,-0.334856246135327,0.307010595831973,0.0528609375756719,-0.865214366092657
i54,-0.438927200766813,-0.610436488619046,0.166411555192726,-0.704622505356082,0.647604427417894,0.79994273807908
i55,0.0165945461493484,-0.375190457779035,-0.813246533353609,-0.596901783440755,-0.852006599896712,-0.296951776045404
i56,0.192555354058919,-1,0.855216320868868,0.945413036545515,0.220436119542406,0.125555669469941
i57,-0.254445087813867,0.122986089572697,0.52431022717772,-0.0278081056842903,0.611094180536877,0.0979482312296742
i58,0.899331117406986,-0.976117687359378,0.878722844623673,0.380942909242456,0.690768685755873,-0.23279393955586
i59,-0.728612187745614,0.88857853360459,-0.407685630796292,0.148191920317456,0.0231817183641734,0.922306700393178
i60,-0.317215482636731,-0.24810225478205,0.315128465551485,0.19936705039878,-0.37732702306736,-0.567110786388315
i61,-0.0407883574872731,-0.0649420248078683,0.690217729597205,-0.265130523969733,-0.457314348984171,-0.801109838694143
i62,0.369789447543687,0.678848737251145,0.0612265593315742,0.985211037136264,0.369071466693185,0.221998453713711
i63,-0.708389174699143,-0.554190331576946,-0.579745776698475,-0.77035362185138,0.96106140979898,0.312117900024845
i64,0.931722250126662,-0.698999590978785,0.848993356507243,-0.299881075060347,0.773819032801081,-0.729376526250729
i65,0.602705246761561,-0.900261663469071,-0.059443033499768,0.718987219453678,0.687300573079327,0.292498826846197
i66,-0.673320174958246,0.292956256650713,0.171517495858507,-0.920522250770695,-0.620933757631787,-0.840181217686842
i67,-0.0860904645775546,-0.754309898861074,-0.934491335896666,-0.391829883009171,0.221172574810694,0.631001289350607
i68,0.511161300292586,-0.411636856522155,0.537959159170324,0.267913258809721,-0.509370841492004,0.570018380440357
i69,-0.0278512114376125,0.718252789177261,0.806368920082576,0.510165908034919,-0.382057083692979,0.364619331094075
i70,0.651831423389255,0.508851555554645,0.723396060805376,0.464559974214461,-0.244957786414215,0.411939188537471
i71,-0.699241642315086,0.819411724449737,0.369515706712202,-0.380207309392599,0.592794555298183,0.273396493828372
i72,0.42422938171338,-0.745531351643565,0.862778162739851,0.370641647814288,0.420065523360233,-0.906993390833628
i73,-0.791781278274675,0.516209387841539,0.129918842745062,0.811724776287198,0.923289478164842,-0.216251530465497
i74,0.750398827568606,0.374109961975779,-0.550354002554368,0.560487330606603,0.0089626429850995,-0.116499480232256
i75,-0.315947020799358,-0.783042832215705,-0.665902765489419,-0.118402929869633,-0.040264695330461,0.0652544168775104
i76,-0.845558061161447,0.910001098480502,0.144861681942327,0.882694700328462,0.487988541837582,-0.307824978367184
i77,-0.736735935690228,0.612788872836004,0.521770298898834,0.315562742122652,0.315306597908015,0.601369580696116
i78,0.414659657081618,0.185151894772244,-0.0242756524118786,-0.958215355157338,-0.842621465670723,-0.493107958694874
i79,0.694226312837434,-0.721671391034285,-0.486993687887344,-0.170238866453791,-0.0478210913147218,0.885339994096505
i80,-0.34685984509953,0.923882849074449,-0.0085822121396014,-0.113415843684467,-0.492001652000396,0.242993068227233
i81,-0.78965536179379,-0.182656223686126,0.119251957660579,0.442565207894858,0.2463622126923,-0.617550125426516
i82,0.0904834248334878,-0.273528329761567,0.491810759810453,-0.185020780293306,0.133232901957105,-0.581329813513737
i83,0.605811946982968,-0.283936723315908,0.765242341437375,0.974281808170258,0.950238119572507,-0.317991464541452
i84,0.335630173676508,-0.847071804397352,-0.725771864370628,-0.219000656471856,-0.0880226559624183,-0.491787343548212
i85,0.678806340573625,-0.997685083313,0.37310168998907,0.975105259674188,0.149550168911067,0.935218831647603
i86,0.251687279564927,0.353027891913968,0.247488969231724,0.725705176126769,0.0006563403431885,-0.559886873827232
i87,0.110070617316501,-0.152693807148144,0.866172681974374,-0.390023436219368,-0.981634558460457,0.0543011797104476
i88,0.513058079709517,-0.224521833232374,0.215414997520917,0.733405617334684,-0.270713507063748,-0.954701704528509
i89,-0.932238385579427,-0.639936581394754,-0.617081640473754,0.696164259957077,0.159620884499753,0.121963374418579
i90,-0.406152336931555,0.864867315190591,-0.632275940117124,-0.193213463175836,0.838699125476116,-0.0084690605221922
i91,0.955792170778837,0.217461718582173,-0.479906067305792,-0.993247982199499,-0.332886537264999,-0.761094328022788
i92,0.968438139213525,-0.514187305858602,-0.440208818824545,0.965066234447161,0.34045134224864,0.31026854921022
i93,-0.710530048847725,0.354026435999652,0.518269339905667,0.0836051355984975,0.156536654945002,0.806224350995071
i94,-0.879365553836786,0.244440177468507,-0.219154581817929,0.916170764033436,-0.0321883318517907,0.708112031790892
i95,0.681861494905561,-0.668818772810877,0.897723255368784,-0.522642216570314,-0.863326214181236,0.483645783726569
i96,0.395108465124093,0.605051899629087,-0.463757003033811,-0.31811871135745,-0.99438875679028,-0.868004538857128
i97,-0.217030850666072,-0.0740515028307299,-0.0904380214730928,-0.893225846413858,-0.749083006859966,0.404582255767227
i98,-0.798230596375567,-0.383479672827811,0.259174188969652,-0.0557123725728846,0.857464722824635,0.430000738200022
i99,-0.995046580253044,0.0884354842330692,-0.17654314657843,-0.666201144046216,-0.425720638764729,-0.789147943655496
i100,0.941225867894985,0.658835556948768,0.662314552851881,-0.462688391983382,0.0872376987499695,0.980397602817662
i101,0.791519719514822,0.0680589360507151,-0.0108701332085415,0.381938909175204,-0.348536740998416,-0.891377747015057
i102,0.953531286799709,-0.523604755989478,-0.792677152147576,0.392199715414181,-0.43644932801908,-0.103060178364832
i103,-0.363786298563633,0.676478088339344,-0.107959490080929,-0.295245635697362,0.349956372908637,-0.986535296305224
i104,0.922632842676951,-0.985680333889885,-0.136082313146367,0.957502577483588,0.476127439847923,0.903778383432051
i105,-0.153142088623114,-0.879488072764843,0.58308356459787,-0.249283766758749,0.248073128110647,0.456443377867659
i106,0.822452090941918,-0.592587026833168,-0.404380750736487,0.74687363460381,0.0662522249525788,0.622044774477846
i107,-0.874916925497027,-0.735277616591699,-0.217033055100777,-0.876887824988737,0.945257108192228,0.786359431825534
i108,-0.218899063464854,-0.91536921290225,-0.744652095875465,0.568723933132431,0.456975581785117,0.42032175373575
i109,-0.570275678512709,0.172265191018621,-0.121413916659204,0.488812054835729,0.374784692566146,0.512596157073819
i110,0.146822520696483,-0.454076600195823,0.80896877286844,-0.553666232298855,-0.489047041829277,-0.740358459990592
i111,-0.812645358705225,0.540633987269376,-0.209504695643547,0.421127186714038,-0.0749982791273835,0.654875322143096
i112,-0.0803792754647366,-0.439475896802996,0.786632625339011,0.330095682851193,0.400869423892814,-0.585220040179348
i113,0.325575968680444,0.524250398384374,0.654759425846719,0.171193647386558,0.511362301866776,0.103364654391281
i114,0.563439789050957,0.323764451583944,0.199113038163018,-0.0264182847481285,-0.856089063310456,0.548107124565369
i115,0.462296846712915,-0.0294971969438634,0.643056971755879,0.08108512119147,-0.547360248318779,-0.950539575885756
i116,-0.429211492931901,0.971667564258027,-0.880951526114674,0.289176330106589,0.996188689182698,-0.243021809742119
i117,0.245911299970291,-0.268179240045687,0.599328200428542,0.411901054894923,0.92818071387374,0.37071901143189
i118,-0.38005801157542,-0.336312462433103,0.597503921165093,0.827938579703515,0.527503848532991,-0.0817018098366737
i119,0.535848809203592,-0.583578109641527,0.0383280638928187,-0.518186427054839,-0.0052333892128337,-0.662372411186768
i120,-0.763493670901829,-0.704153062574422,0.58741490001695,0.764739174627965,0.0951816415349478,-0.830406270407269
i121,0.566767205335965,-0.886564141005206,0.158244660186927,0.398003724413019,-0.284825610595388,0.426105504364949
i122,-0.838195461486585,0.269944459134094,-0.282720250461511,-0.408487587730097,-0.466185966423906,-0.118107655002337
i123,0.299154677296215,-0.756254301783577,-0.543067527019207,0.952837609152061,0.334814723156883,-0.470636991740263
i124,0.533338173343674,-0.608492339459867,0.233108417431251,-0.395664124553879,0.389118107288813,-0.247848647838026
i125,0.590712722667683,0.532883025435111,0.0491669756623183,0.457590616525982,0.910756822995571,-0.667836644317061
i126,0.239120344425008,-0.207687688905749,0.931902222303917,-0.434045295064608,-0.924497459534753,0.831812499142857
i127,0.517673349180162,-0.0587795891384421,0.322984315071775,0.558141813259232,-0.206529249899649,0.641897025627757
i128,0.492059510205497,0.879122098402941,0.797548130416477,0.822294585478252,0.238659726646327,-0.0440314545905512
i129,-0.225913481549485,0.361112687020971,0.139689735277479,0.84323558243961,0.178925793151532,-0.0655410904570406
i130,-0.641388921415594,-0.931342861893835,-0.264975189206848,-0.589330828352902,0.906842804193928,-0.0931294999366153
i131,-0.575177745703877,-0.706934369553772,-0.184780891258686,-0.507111276796817,-0.327515399223475,-0.440129940776858
i132,0.864497825356457,0.129916653983451,-0.416107017662468,-0.152162117217467,0.385465781822184,-0.825034681866562
i133,0.849484019049864,0.680163993044264,-0.227751977308772,0.654168838761372,-0.210206975943415,0.588674892038231
i134,-0.549221571997933,-0.120215878563927,-0.691608594572317,-0.367627933551328,0.899462985448605,0.748647467287392
i135,0.226376043310692,0.428029915876714,0.191341697376432,-0.469584015238227,0.535277069633122,0.85941938932989
i136,-0.106482476213598,-0.826025116673706,-0.504328793016612,0.490356951734474,-0.206384299641718,-0.611032531975302
i137,0.0508318234032779,0.657931356142956,0.611839296592767,-0.633969122709763,0.833013972582717,-0.962789878384269
i138,0.836729419293154,0.369224124411584,-0.126445495182905,0.403295968543211,-0.531745719855148,-0.30933339674435
i139,0.830218210363592,0.695158400047075,-0.989248166376709,-0.489703381024807,0.81538168635532,0.0776935765552644
i140,-0.821445227476221,0.199609220137931,0.146627036514746,-0.197076678544631,0.277138529598414,0.578894655655716
i141,0.881024567910075,-0.232590573425746,0.989481796222395,-0.406151677213995,-0.294576401846794,0.127549834527184
i142,0.768138383421494,-0.94513204017381,0.860571812446237,0.927680568307174,0.742401870355068,0.638695645203657
i143,0.458471841192669,-0.0821212717519157,-0.0293709368093962,-0.716382458234467,-0.705609771554599,-0.943284405050651
i144,0.178457786985955,-0.281199226686438,0.463101912428491,-0.252520597393251,-0.843869958698861,-0.572048383410307
i145,-0.540594072600131,0.116363493248032,-0.0244964071881425,-0.0949314909613823,-0.730043109543866,-0.813044692199621
i146,-0.272791666132957,-0.204205210223468,0.901414658335506,0.0039583627126123,0.437523677543538,-0.0827914941044263
i147,0.717521288392611,0.947641334893765,-0.551141195682315,-0.906668750942296,-0.358563305092457,0.740982650756021
i148,-0.683227650567518,0.032365513912147,0.237749796566916,-0.159757285306558,-0.182425588302354,0.917722117978592
i149,-0.319047903854186,-0.5331968339934,-0.278818506469305,-0.939362079999573,0.141621945017204,0.281620741978232
i150,-0.110891589847151,-0.302621454339837,-0.57002414716148,-0.0423954432348033,-0.932328539350764,-0.21499361620937
i151,-0.169197186743416,0.0947700966190048,0.781695228667629,0.12509376653313,-0.152108423359621,-0.50545881429805
i152,0.777596053737125,-0.391770549417952,-0.921092129482362,0.696079816085897,0.111967733485171,-0.0020492266046584
i153,0.12450716164831,0.283318605721882,-0.197311978067896,0.793370246762134,0.0633039515414031,-0.795234276023212
i154,0.845936926201747,-0.401840918045454,-0.886621996799346,0.0933399361478775,-0.249346665682964,0.234235001131196
i155,0.98224150191814,-0.468501568386686,-0.612615818402101,0.962929791587868,0.347853823732684,-0.259321241913424
i156,0.0064672258375757,0.561892348646293,0.971096344726732,0.459930928893104,0.384486038233477,0.454342853432343
i157,-0.138783599163204,0.756171287200339,-0.98463836034753,-0.790541167029983,0.209859082733372,0.282792527938649
i158,-0.125502318402664,-0.537267557798761,-0.322289078194524,0.938365653732129,0.517904247966871,-0.621353268400767
i159,0.541508462370013,0.737175206150812,-0.980547366655639,-0.728382888886632,-0.0819221375110426,8.47207962406671e-05
i160,-0.293448761936577,-0.412731883139182,0.371425502793715,-0.400787035709552,0.985522180198094,0.15013258796189
i161,-0.799241487716183,0.276419503584968,0.54308347051053,-0.440292999667993,0.321401396500533,0.714100819130227
i162,-0.787410332495197,0.299020238675041,0.264692636724811,-0.196560528333094,-0.956020209399834,-0.346950597168513
i163,-0.264857689215448,-0.942972113135746,-0.0486740976531249,0.0524222749372338,-0.828293273178573,0.0311428813530783
i164,-0.0484874692285724,0.663999145315124,0.487223272804483,-0.0923858581646066,0.287767481146227,-0.370867336977525
i165,0.993042167745823,0.61703330299003,-0.911175489240573,0.912186775104432,0.122609279227497,-0.534443662510622
i166,-0.142631104871674,-0.793202814734318,-0.825718659913756,0.158392035375826,-0.0146326240659594,0.176763059994085
i167,-0.451252304472019,0.740460763904134,0.405972016758515,0.903052529772659,0.854861327796173,-0.816015450355889
i168,0.402214971155146,0.447170540792686,0.503854229505101,0.874632409966587,0.923690956290003,-0.364767041537466
i169,-0.659750436000775,-0.227737708371342,-0.0269145712477982,0.66006146590824,0.410325958387971,-0.634082960413335
i170,0.172442888189394,0.345044357917978,0.465624154740397,0.648920601975358,0.91568333205063,-0.607692542055041
i171,-0.371490996221427,0.59484618671764,0.470078175406344,0.729571980641806,-0.283396543631483,-0.0618783176587501
i172,0.379539632506011,-0.747439107855844,-0.87285555988606,0.376894285281503,0.552103477572532,-0.366539052766734
i173,0.447449367716701,0.762479432768927,0.702366116078265,-0.155888971634689,-0.518698049455463,0.191394064345026
i174,0.568790407462881,0.870667711375732,0.0141633980703431,-0.57644099276488,-0.832777069985355,0.751652750590401
i175,0.559111938299115,0.0576202478213061,0.742812889269874,-0.0348306032878346,-0.144225133414152,0.305245205026259
i176,0.59677463226306,0.748924666583689,0.783140308850148,0.738899972163269,0.25117048419919,0.297185547697395
i177,-0.780060765432595,-0.0491516304270276,0.822342221327388,0.905362747526685,0.463788889088414,-0.482492507105997
i178,-0.524166437316989,0.441508247262012,-0.776297607638135,0.888972398594843,0.184438082844232,-0.38606059353353
i179,-0.335742813425128,-0.53937375738249,0.975958737736345,-0.0187228389541888,0.639440524374552,-0.146002118854369
i180,0.746090136604754,-0.836229761888227,0.309554032217843,-0.843092440414068,0.493706544250115,-0.536390261453955
i181,-0.190634306277053,0.3863656123146,-0.341716057388349,-0.998467610287131,0.821196093419415,-0.772523070916937
i182,-0.910400768394303,-0.870674486690617,-0.963428641577435,-0.369645496033785,-0.321064872898922,0.06713940399715
i183,-0.301971873303463,0.721021735038648,-0.837966080562973,-0.736344140763972,-0.711676959205955,-0.0227509071003371
i184,0.752518426024309,-0.933206679288289,-0.0561232727431804,0.344997885436315,0.799182031279507,0.976613347934088
i185,0.949565561188767,-0.0395026398200126,0.550106596877315,0.185524197936089,-0.063919937194454,0.488550822912806
i186,-0.662906644007131,-0.317792357016597,0.780227616731074,-0.646542622362081,-0.976423290844984,0.271661380040664
i187,-0.424726367019194,-0.355384565490291,-0.254629070727566,-0.954927029909397,0.987715133357256,0.29817038036624
i188,-0.430545543457488,0.639033263405514,-0.129682556956592,0.445388138285956,0.364483051595945,-0.174007092057354
i189,0.0270008286293844,-0.828811891275628,-0.448278665884518,-0.428561340985384,-0.611491793338408,0.542242643493792
i190,0.0791106914790509,-0.201994815338748,-0.103894068395176,0.151355996658899,-0.510660273527581,-0.315277453285
i191,0.0141081766842037,0.779186046868566,0.294782609719145,-0.773193867906287,0.96374316210475,-0.35912255068781
i192,-0.23754636256366,-0.73199097176708,-0.641237841226289,-0.0628625746684074,0.0691677223274663,-0.0294351094739002
i193,0.0336646263585718,0.417208670755012,-0.906128869120762,0.422064234648086,0.47706413177597,-0.768129420199524
i194,-0.693802567340525,-0.181577221019019,0.163316726473299,-0.0161098778149932,0.903779669890489,0.942370019106059
i195,-0.266377787066907,-0.44118873838505,0.298488955131985,-0.632482270411292,0.29748655105896,-0.399795471598252
i196,0.776266106140278,-0.420765781972555,-0.301607461759058,-0.981122837157265,0.775254074209081,0.950040233751484
i197,0.925162219487893,0.629843317156816,0.773834288464026,-0.264892788362768,-0.191498477095367,-0.764868035817082
i198,-0.551779746544101,0.746113635513336,-0.488960251808234,0.260448515793135,0.39627236895453,-0.804967551648104
i199,-0.0649912575503847,0.399755514786819,0.713897441548864,0.802603482368746,0.965117709652666,0.870509287938517
i200,-0.221308735249785,0.001918200688231,-0.0396934980008478,-0.35591322913239,0.545657530952538,-0.966347474322662
i201,-0.202612627341938,-0.836323976339308,0.383397584847003,-0.180877484201126,0.931592081753918,-0.439829193664683
i202,0.643211428235248,-0.817770730145919,-0.538640549024792,-0.270581343411956,0.701673533370723,-0.445539973801948
i203,0.849231454018309,0.157074663651167,0.593067982142206,-0.65045166499122,-0.265173998049102,-0.437218999275425
i204,0.805797147261078,-0.325735014526067,-0.0056730131608268,0.508634019143753,0.804248269538639,0.842040531389681
i205,-0.156565689905887,0.882066609943907,0.173422978845691,0.872505715303509,0.267730265130592,-0.140037921184695
i206,-0.657840912588985,-0.616258703927399,-0.784428301176393,-0.590321815859765,-0.671271424999665,-0.920923609455134
i207,0.549825455422498,-0.922657527867256,0.639566979057051,0.481319970276159,0.727938271233874,0.490950786008507
i208,-0.888628264361279,-0.331439060896304,0.910195767363311,-0.437669030579156,0.25674118515578,0.983476148755275
i209,0.832413251471577,0.251768670425305,0.445233803507989,-0.859258172903656,-0.959100694770851,0.908588957338556
i210,0.901792381012949,0.310496127467014,-0.0409952129915419,0.603630122219441,-0.402333537587113,-0.0971419758357406
i211,-0.842170618140589,-0.263602174819082,-0.897649374739004,-0.880044978164793,-0.202377837880546,0.77663439360744
i212,0.854456433660026,-0.105483627261563,-0.126904484735664,-0.676259904888459,-0.506617521260017,-0.152769203605226
i213,-0.744826392906541,-0.552039920532619,0.550688165307763,0.264630148685891,0.418599369644752,0.587172659473589
i214,0.368449994480527,0.992847421627153,0.349661439845097,-0.136762514639831,0.727271287234854,-0.391389943688089
i215,0.305075574194569,-0.658901715811635,-0.795959621072011,0.781401120875215,0.8815831789814,0.810493202390817
i216,0.971732416263838,-0.291481564408069,-0.794112824839144,0.390151480372559,0.606293070230346,0.0574230333200711
i217,0.928027381126535,-0.219257338165038,0.0247262060724687,0.446380617627146,0.237148560109418,-0.548121506310716
i218,0.906911335737375,-0.130959408805919,0.940016996536073,0.58815692424588,-0.398860427583331,0.175129162889943
i219,0.129936567165873,-0.866658673168007,-0.690274513023945,0.0454989767462184,-0.223953691381827,0.957740744316243
i220,-0.528906680591086,-0.946883437753237,-0.953630057951832,0.737355726339959,0.630878763449085,0.418109599999526
i221,-0.158188591374608,-0.449189069239602,-0.20387478639712,0.583325807161789,0.298758000679687,-0.816794575463251
i222,0.255580676320204,-0.99204371882001,-0.831184328394585,-0.502694947549717,-0.308590456181767,0.448198911729427
i223,-0.735621054221312,-0.0004697876885634,0.965063283802625,0.207350146934174,-0.297376909704778,-0.333496050893217
i224,0.351100720531602,-0.333281129660857,0.565617003725213,0.670146394094942,-0.142745146484469,0.443567190098648
i225,-0.351916631727071,0.692669288265069,0.928412537950911,-0.192039439220796,-0.34115444184189,0.847593016938535
i226,-0.697120131494493,-0.955227845728397,-0.860059205502894,0.759563930664774,0.174462694237532,-0.66902114198122
i227,0.280700446402832,-0.361138439154863,-0.756131303342527,0.205195862493369,0.430049995297024,0.541731264911324
i228,-0.0540491601352067,-0.217306872424811,0.891117143194998,0.901230261074929,0.817667768724497,-0.952871136975501
i229,-0.0846110410283288,0.792426753120202,0.429886449538845,0.49332707683471,0.0487115279352173,-0.408225736812035
i230,0.763069396538839,0.603914887721892,0.637299566934861,0.704210505857153,0.286500749766476,0.972424098463055
i231,-0.108716692039943,0.221550177739561,-0.671713062606435,0.302665616384427,0.601447402120579,0.73617652384514
i232,0.0958876433355276,0.0472597220790416,0.154157072218669,0.666994035921595,-0.0695954804791016,0.804848069534965
i233,-0.151206935810369,0.197852574180551,-0.777512358175128,-0.908331027780563,0.992059891602803,0.41593743833657
i234,0.435239043665566,-0.830661389041327,0.342098472866347,-0.320200934274272,0.0462257547814717,-0.748349475238087
i235,-0.984799430817028,0.849853180254346,0.360066680151016,-0.535676493339267,-0.168832981184557,-0.608233171079849
i236,-0.986832154695842,0.326180440786239,-0.73743368327973,-0.708344017497567,-0.631718297013983,-0.969518486728588
i237,0.986619520173075,0.796252978995865,-0.468877676706559,-0.182063513583698,-0.468343075478238,-0.8941830268432
i238,0.320899610939669,-0.501320114853052,-0.452751112380207,-0.636580955562537,0.625480312915543,-0.855072240982581
i239,0.787697969021733,0.619201301212754,-0.82481918894391,-0.121673649018786,0.301218933475311,0.727477211942646
i240,-0.676232585813407,0.0252655624696874,0.515532389980826,-0.364755894221432,0.717957971524944,0.697844165218119
i241,0.553247032694822,0.89134745398215,-0.965313458090952,-0.498594229157751,-0.791064827305316,-0.655238676982789
i242,-0.278880283099205,-0.357677085555353,0.256063689904394,0.111260671330844,0.371990437922888,0.635291768086018
i243,-0.898809709772626,-0.547135750753447,0.30376516072809,-0.856803159452872,-0.07997022783276,-0.779836650359469
i244,0.580724756642956,-0.642219686443729,0.798618813405365,0.102561173554759,0.354396594973334,-0.361600223695361
i245,0.587952947451964,-0.818267183229397,-0.958433257468469,0.473053651806371,-0.118324870650096,-0.0758518115341752
i246,-0.396977125338758,-0.0166478540840027,-0.999058156208514,-0.696173264824405,0.516874113040495,0.671283775326835
i247,-0.352436016038854,-0.445220782994063,-0.962036503986025,0.355901530004489,0.514520644560807,0.808667139631846
i248,-0.945865038346449,-0.65713121828769,0.716396858027831,-0.123432005700084,0.217472363864085,0.97440611036358
i249,-0.384965271000141,-0.581255229134504,-0.804334565769427,-0.996575195371572,-0.352023849863278,0.247243177322206
i250,0.210959077246436,-0.994981633076095,-0.051000805514355,0.0733592079333012,0.785708474959768,-0.357692857532785
i251,0.787130959672296,-0.0263709276061898,-0.0897253239343192,-0.218874599928742,-0.966952085995009,0.302684843768933
i252,-0.531546664118318,-0.29524981179219,0.0743776067490258,-0.21324636946954,-0.93439210957545,0.626719570714936
i253,0.190645348753089,0.996013141660073,-0.515066334145797,-0.330590363093409,-0.467241879394829,0.0281262268864839
i254,0.869151057450914,0.799260567378485,0.169800476150976,-0.430048921890394,0.129667171216004,0.389514797875446
i255,-0.137865035918956,-0.768797380355788,0.837049905201408,0.348938829955604,0.462400554165793,0.509088572080982
i256,0.576054884272676,-0.626929360768742,-0.0171633554884372,-0.332902236402012,0.485410437406214,0.211960738570999
